28141,서울특별시 강남구 논현동,일호감자탕(분점),0283720865,35765,10:00,19:00,패스트푸드
27882,서울특별시 강남구 삼성동,정환이네구이(태장점),0283720617,29761,09:00,18:00,중식
29819,서울특별시 강남구 논현동,청송기사식당,0283722535,28415,09:00,23:00,일식
27095,서울특별시 강남구 개포동,광명식당,0283719839,48618,11:00,22:00,일식
23657,서울특별시 강남구 역삼동,태광식당,0283716405,27204,10:00,20:00,중식
27804,서울특별시 강남구 역삼동,이가홍가,0283720537,16453,12:00,19:00,경양식
30351,서울특별시 강남구 논현동,박가네오리와도야지,0283723060,10907,11:00,23:00,동남아
28340,서울특별시 강남구 개포동,맹가네국수잔치,0283721065,12655,11:00,21:00,한식
30312,서울특별시 강남구 논현동,먹거리식당,0283723026,23062,12:00,22:00,패스트푸드
29802,서울특별시 강남구 논현동,동진골두부집,0283722518,25734,12:00,22:00,경양식
28385,서울특별시 강남구 논현동,청기와,0283721109,1298,11:00,19:00,동남아
29951,서울특별시 강남구 논현동,청정고을명가,0283722671,36953,10:00,19:00,일식
29952,서울특별시 강남구 역삼동,라오메뜨,0283722672,17254,12:00,23:00,한식
30708,서울특별시 강남구 논현동,산마을관광농원,0283723416,170,10:00,22:00,일반
31451,서울특별시 강남구 삼성동,도원(소갈비전문점),0283724157,35620,12:00,20:00,주점
28907,서울특별시 강동구 성내동,두부명가,0283721632,15063,09:00,20:00,주점
30318,서울특별시 강동구 성내동,올리브일산점,0283715838,14724,10:00,23:00,동남아
30816,서울특별시 강동구 상일동,홍가네백조막국수,0283723526,49024,12:00,19:00,일반
29419,서울특별시 강동구 성내동,비비,0283722132,7790,10:00,21:00,일식
29950,서울특별시 강동구 상일동,성남칼국수,0283722670,42515,10:00,19:00,경양식
30673,서울특별시 강북구 미아동,동해집,0283723385,26975,10:00,20:00,패스트푸드
27459,서울특별시 강북구 미아동,타임스페이스,0283720193,33846,09:00,22:00,경양식
31980,서울특별시 강북구 미아동,안단테,0283724689,34201,09:00,20:00,패스트푸드
31666,서울특별시 강서구 내발산동,엉터리생고기중앙점,0283724373,35659,10:00,21:00,한식
31981,서울특별시 강서구 화곡동,백운집포차,0283724690,48008,12:00,19:00,분식
28461,서울특별시 강서구 내발산동,시골추어탕,0283721185,912,12:00,18:00,일식
28008,서울특별시 강서구 화곡동,산머루막국수,0283720731,24347,12:00,23:00,일식
27960,서울특별시 강서구 화곡동,지가네전주식백반,0283720689,44791,10:00,21:00,일반
29997,서울특별시 강서구 가양동,만조,0283722715,18117,11:00,18:00,중식
28605,서울특별시 강서구 가양동,엄마손맛밥상(본점),0283721330,44710,11:00,20:00,일식
29075,서울특별시 강서구 내발산동,둥지,0283721796,27431,10:00,21:00,한식
30753,서울특별시 강서구 화곡동,영번지포차,0283723462,12202,09:00,18:00,분식
27262,서울특별시 강서구 내발산동,길목야식,0283719998,35073,11:00,19:00,주점
29367,서울특별시 강서구 내발산동,가마솥해장국곰탕,0283720156,13070,09:00,23:00,일식
27305,서울특별시 강서구 내발산동,영월식당,0283720040,9126,10:00,19:00,중식
28486,서울특별시 강서구 화곡동,평양초계탕,막국수,6664,11:00,23:00,일식
31913,서울특별시 관악구 봉천동,원주온천식당,0283720140,1271,11:00,23:00,일반
29116,서울특별시 관악구 봉천동,아쿠아랜드식당,0283724625,4333,11:00,20:00,일식
31417,서울특별시 구로구 신도림동,굴찜 육일일(611),0283721836,45051,10:00,21:00,패스트푸드
30826,서울특별시 구로구 개봉동,원주조개수산,0283724123,8154,10:00,21:00,동남아
30578,서울특별시 구로구 신도림동,우미가촌,0283723536,22285,10:00,21:00,분식
27586,서울특별시 구로구 개봉동,치악왕족발,0283723288,30748,12:00,22:00,경양식
29698,서울특별시 구로구 궁동,커피스토리,0283720323,22881,11:00,20:00,주점
27418,서울특별시 구로구 신도림동,석탑본점,0283722416,16062,12:00,23:00,한식
27734,서울특별시 금천구 가산동,매지리막국수,0283720151,2410,09:00,21:00,패스트푸드
31922,서울특별시 금천구 가산동,콩코드,0283720472,39310,11:00,23:00,주점
29193,서울특별시 노원구 상계동,참도토리 묵밥집,0283724634,21308,09:00,22:00,중식
27541,서울특별시 노원구 상계동,강변배말해장국,0283721915,4776,12:00,19:00,분식
29434,서울특별시 노원구 공릉동,한지촌,0283720275,46493,10:00,19:00,한식
28479,서울특별시 노원구 상계동,무지개송어,0283722147,28408,11:00,20:00,패스트푸드
28405,서울특별시 노원구 상계동,치악산어수정묵집,0283721203,37195,10:00,19:00,분식
28099,서울특별시 동대문구 장안동,몽키몽키,0283721129,7108,12:00,20:00,경양식
28217,서울특별시 동대문구 제기동,짱돌포차,0283720825,30048,11:00,18:00,한식
21557,서울특별시 동대문구 제기동,올레포차(개운점),0283720940,32988,11:00,18:00,일반
27889,서울특별시 동작구 사당동,홍천지짐이,0283714305,37924,10:00,21:00,일식
29696,서울특별시 마포구 합정동,군닭발,0283720624,4001,10:00,20:00,중식
31840,서울특별시 마포구 합정동,청돌한식,0283722414,4278,10:00,22:00,경양식
29242,서울특별시 마포구 상암동,원주고을순대,0283724548,12165,09:00,23:00,일식
29480,서울특별시 마포구 합정동,심마니식당,0283721959,11529,12:00,22:00,동남아
28058,서울특별시 마포구 합정동,제주뒷고기,0283722191,17459,12:00,20:00,경양식
29381,서울특별시 서대문구 연희동,풍년식당,0283720782,7579,10:00,23:00,동남아
30742,서울특별시 서대문구 홍제동,낭만포차라이브,0283722099,40362,10:00,21:00,패스트푸드
29375,서울특별시 서대문구 대현동,매화삼겹살,0283723451,16363,11:00,23:00,한식
29730,서울특별시 서대문구 대현동,만나요7080,0283722093,46299,09:00,19:00,분식
31621,서울특별시 서대문구 대현동,들마루,0283722446,18765,11:00,18:00,동남아
27936,서울특별시 서대문구 연희동,원호박삼겹살,0283724328,31346,12:00,22:00,경양식
29424,서울특별시 서대문구 대현동,햇빛뜰,0283720669,36065,10:00,20:00,패스트푸드
29273,서울특별시 서초구 방배동,심가네칼국수만두국,0283722137,30014,11:00,19:00,일반
27304,서울특별시 서초구 방배동,청돌돌솥밥,0283721990,49095,11:00,23:00,주점
31317,서울특별시 서초구 방배동,사시사철,0283720039,24892,12:00,22:00,분식
28362,서울특별시 서초구 방배동,공간야식,0283724029,44839,10:00,20:00,일식
31866,서울특별시 서초구 양재동,대구만,0283721073,35745,11:00,18:00,한식
29452,서울특별시 성동구 옥수동,보은손칼국수,0283724575,21516,09:00,22:00,경양식
28069,서울특별시 성동구 성수동2가,장가네얼큰닭찜,0283722166,4416,12:00,22:00,일식
30966,서울특별시 성동구 성수동2가,다정손두부,0283720793,8183,10:00,18:00,일반
31393,서울특별시 성동구 성수동2가,치킨파티개운점,0283723677,4898,12:00,23:00,일식
32008,서울특별시 성동구 옥수동,시은푸드,0283724099,20821,11:00,20:00,패스트푸드
29361,서울특별시 성동구 성수동2가,강변숯불구이,0283724714,19800,11:00,19:00,일반
30770,서울특별시 성동구 옥수동,초원숯불구이,0283722081,26904,11:00,18:00,분식
30116,서울특별시 성동구 옥수동,카렌,0283723478,12120,10:00,22:00,중식
30974,서울특별시 성북구 동선동2가,맛당께순천집,0283722828,27695,11:00,22:00,한식
28634,서울특별시 송파구 가락동,착한오리,0283723685,2956,09:00,23:00,일식
